X_int,X_bin,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20
668690,10100011010000010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004200,11110101001010101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252400,  111101100111110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708960,10101101000101100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303110, 1001010000000000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704440,10101011111110111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728910,10110001111101001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71296,   10001011010000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267170, 1000001001110100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234920,  111001010110101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700270,10101010111101101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885410,11011000001010100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361200, 1011000001011110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818430,11000111110011111110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708140,10101100111000101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7042,       1101110000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631420,10011010001001111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405560, 1100011000000111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960490,11101010011111101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,         10010110111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484910, 1110110011000101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444960, 1101100101000100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483310, 1110101111111101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807570,11000101001010010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338140, 1010010100011011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822860,11001000111001001100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494250, 1111000101010101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37500,    1001001001111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184420,  101101000001100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756820,10111000110001010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496490, 1111001001101101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160140,  100111000110001100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357700, 1010111010101000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636890,10011011011111011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201060,  110001000101100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774300,10111101000010011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254650,  111110001010111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961990,11101010110111000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282130, 1000100111000010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802680,11000011111101111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197830,  110000010011000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301460, 1001001100110010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95540,   10111010100110100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604200,10010011100000101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716560,10101110111100010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573140,10001011111011010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446410, 1101100111111001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675750,10100100111110100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679080,10100101110010101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712000,10101101110101000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666670,10100010110000101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991090,11110001111101110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219080,  110101011111001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743740,10110101100100111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247710,  111100011110011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125200,   11110100100010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636800,10011011011110000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472000, 1110011001111000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481010, 1110101011011110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694100,10101001011101010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807700,11000101001100010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367230, 1011001101001111110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694170,10101001011110011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436370, 1101010100010010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882830,11010111100010001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873380,11010101001110100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268900, 1000001101001100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643260,10011101000010111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610530,10010101000011100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567010,10001010011011100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912200,11011110101101001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277640, 1000011110010001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333520, 1010001011011010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125010,   11110100001010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985480,11110000100110001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676910,10100101010000101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502750, 1111010101111011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670370,10100011101010100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571180,10001011011100101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678760,10100101101101101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570310,10001011001111000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756070,10111000100101100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547880,10000101110000101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042000,11111110011001010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229300,  110111111110110100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110940,   11011000101011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115030,   11100000101010110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66681,   10000010001111001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424230, 1100111100100100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470150, 1110010110010000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383590, 1011101101001100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800590,11000011011101001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658400,10100000101111100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809480,11000101101000001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978170,11101110110011111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020000,11111001000001100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201360,  110001001010010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145620,  100011100011010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730090,10110010001111101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98378,   11000000001001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550930,10000110100000010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556110,10000111110001001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902970,11011100011100111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508410, 1111100000111111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412570, 1100100101110011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704050,10101011111000110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777260,10111101110000101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545320,10000101001000101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364600, 1011001000000111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157280,  100110011001100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614560,10010110000010100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274880, 1000011000111000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46614,    1011011000010110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791600,11000001010000110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254580,  111110001001110100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463890, 1110001010000010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721210,10110000000100111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376680, 1011011111101101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772110,10111100100000001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413880, 1100101000010111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716610,10101110111101000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738250,10110100001111001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463790, 1110001001110101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20529,     101000000110001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346930, 1010100101100110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444920, 1101100100111111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283400, 1000101001100001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206630,  110010011100100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861640,11010010010111001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450800, 1101110000011110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930900,11100011010001010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410180, 1100100001001000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806480,11000100111001010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416070, 1100101100101000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847790,11001110111110101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791760,11000001010011010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395730, 1100000100111010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226510,  110111010011001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828800,11001010010110000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995420,11110011000001011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343480, 1010011110110111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703870,10101011110101111110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459950, 1110000010010101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873990,11010101011000000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806200,11000100110100111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175380,  101010110100010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903850,11011100101010101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038000,11111101011010110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539410,10000011101100010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927240,11100010011000001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616590,10010110100010001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162270,  100111100111011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209570,  110011001010100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426720, 1101000001011100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785080,10111111101010111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865690,11010011010110011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828340,11001010001110110100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334000, 1010001100010110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560010,10001000101110001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94321,   10111000001110001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117130,   11100100110001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142910,  100010111000111110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711620,10101101101111000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519230, 1111110110000111110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198930,  110000100100010010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519050, 1111110101110001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154780,  100101110010011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57645,    1110000100101101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892040,11011001110010001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587790,10001111100000001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974760,11101101111110101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730510,10110010010110001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611100,10010101001100011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855010,11010000101111100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921710,11100001000001101110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036900,11111101001001100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,          1000100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907480,11011101100011011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642320,10011100110100010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038000,11111101011010110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553310,10000111000101011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502820, 1111010110000100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840270,11001101001001001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238910,  111010010100111110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522290, 1111111100000110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944610,11100110100111100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602580,10010011000111010100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886230,11011000010111010110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774520,10111101000101111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614450,10010110000000110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258720,  111111001010100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698790,10101010100110100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87538,   10101010111110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656370,10100000001111110010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693050,10101001001100111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765200,10111010110100010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934020,11100100000010000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030000,11111011011101110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806380,11000100110111101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609690,10010100110110011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973410,11101101101001100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608270,10010100100000001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17808,     100010110010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126730,   11110111100001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904620,11011100110110101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507820, 1111011111110101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885900,11011000010010001100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219580,  110101100110111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579120,10001101011000110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660480,10100001010000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33545,    1000001100001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644570,10011101010111011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380020, 1011100110001110100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51939,    1100101011100011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513350, 1111101010101000110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201860,  110001010010000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129060,   11111100000100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215480,  110100100110111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153630,  100101100000011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198260,  110000011001110100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44725,    1010111010110101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666050,10100010100111000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295560, 1001000001010001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564760,10001001111000011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728930,10110001111101100010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523360, 1111111110001100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561830,10001001001010100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466810, 1110001111101111010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129950,   11111101110011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514180, 1111101100010000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894430,11011010010111011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916380,11011111101110011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283420, 1000101001100011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218590,  110101010111011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592420,10010000101000100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671420,10100011111010111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437290, 1101010110000101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215980,  110100101110101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993980,11110010101010111100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86058,   10101000000101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110840,   11011000011111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148940,  100100010111001100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174550,  101010100111010110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651120,10011110111101110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601580,10010010110111101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54608,    1101010101010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976440,11101110011000111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764060,10111010100010011100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773680,10111100111000110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66485,   10000001110110101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902240,11011100010001100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979790,11101111001101001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032200,11111100000000001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900660,11011011111000110100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823720,11001001000110101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538320,10000011011011010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186230,  101101011101110110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417950, 1100110000010011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140440,  100010010010011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32391,     111111010000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984760,11110000011010111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315940, 1001101001000100100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309890, 1001011101010000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349110, 1010101001110110110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489760, 1110111100100100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679680,10100101111100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26454,     110011101010110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883120,11010111100110110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586190,10001111000111001110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895590,11011010101001100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364780, 1011001000011101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
